n,k,instance,Classical Cost,RAS: Quantum Cost,RAS: Approximation Ratio,RAS: No. of Variables,RAS: Runtime,FQS: Quantum Cost,FQS: Approximation Ratio,FQS: No. of Variables,FQS: Runtime,GPS: Quantum Cost,GPS: Approximation Ratio,GPS: No. of Variables,GPS: Runtime
5,2,4,2729.42534,2729.42534,1.00000,32,4972.90700,4248.34179,1.55650,32,5099.37000,2729.42534,1.00000,132,5021.52200
5,2,5,6187.25332,6187.25332,1.00000,32,5006.16000,6219.31650,1.00518,32,5004.08700,6187.25332,1.00000,132,5694.00100
5,2,6,6303.97778,6303.97778,1.00000,32,5032.39500,9105.98043,1.44448,32,4989.60000,6303.97778,1.00000,132,5000.37600
5,2,7,3829.32003,3829.32003,1.00000,32,4982.88300,6362.73674,1.66158,32,5032.43400,3829.32003,1.00000,132,5023.11700
5,2,8,4302.19193,4302.19193,1.00000,32,5382.58000,5765.95152,1.34024,32,5046.48500,4302.19193,1.00000,132,5011.58900
5,2,9,2567.15385,2567.15385,1.00000,32,5027.52800,2567.15385,1.00000,32,5071.89200,2567.15385,1.00000,132,5018.53700
5,3,0,2122.84614,2122.84614,1.00000,36,5050.96000,3941.36062,1.85664,48,5035.44500,2122.84614,1.00000,192,5230.50100
5,3,1,2858.39377,2858.39377,1.00000,36,5042.36700,3764.59331,1.31703,48,5789.65700,2858.39377,1.00000,192,4966.90200
5,3,2,6143.12908,6143.12908,1.00000,36,5736.55600,7946.36616,1.29354,48,6209.78100,6143.12908,1.00000,192,6105.15500
5,3,3,8374.50358,8374.50358,1.00000,36,6140.33700,8768.37402,1.04703,48,6133.14500,8374.50358,1.00000,192,4991.92000
5,3,4,4717.94062,4717.94062,1.00000,36,5000.03100,5242.35455,1.11115,48,6447.91500,4717.94062,1.00000,192,6451.45500
5,3,5,8006.10085,8006.10085,1.00000,36,5843.25000,10997.81109,1.37368,48,5017.28500,8006.10085,1.00000,192,5017.95300
5,3,6,8892.11374,8892.11374,1.00000,36,4996.19900,10639.57352,1.19652,48,5038.59200,8892.11374,1.00000,192,5748.93100
5,3,7,6014.64705,6014.64705,1.00000,36,5634.40700,7635.20495,1.26944,48,5007.08400,6014.64705,1.00000,192,5635.98500
5,3,8,5412.62306,5412.62306,1.00000,36,5042.98000,7657.33236,1.41472,48,5014.89300,5412.62306,1.00000,192,6522.26300
5,3,9,3489.48808,3489.48808,1.00000,36,5818.13800,4607.09096,1.32028,48,5061.07200,3489.48808,1.00000,192,5049.84700
5,4,0,4031.79495,4031.79495,1.00000,40,4979.74600,3615.91550,0.89685,64,4967.04700,4031.79495,1.00000,252,5013.16000
5,4,1,3509.38580,3509.38580,1.00000,40,5935.61800,3764.59331,1.07272,64,5053.21700,3509.38580,1.00000,252,5030.83000
5,4,2,9579.91586,9579.91586,1.00000,40,6104.40300,9039.01459,0.94354,64,5006.28600,9579.91586,1.00000,252,6307.68900
5,4,3,11210.59514,11210.59514,1.00000,40,4962.29200,8374.50358,0.74702,64,4983.84900,11210.59514,1.00000,252,5027.46200
5,4,4,6731.17563,6731.17563,1.00000,40,5803.52000,5242.35455,0.77882,64,5044.49800,6731.17563,1.00000,252,5858.88700
5,4,5,11944.35357,11944.35357,1.00000,40,5050.09500,10157.56921,0.85041,64,5886.56200,11944.35357,1.00000,252,4993.97600
5,4,6,12179.92084,12179.92084,1.00000,40,5877.17700,12165.74045,0.99884,64,4960.22400,12179.92084,1.00000,252,5357.04700
5,4,7,9050.63744,9050.63744,1.00000,40,6340.38800,6865.31042,0.75854,64,5052.28300,9050.63744,1.00000,252,4984.86600
5,4,8,7460.68699,7460.68699,1.00000,40,6480.65100,6402.73595,0.85820,64,5990.68600,7460.68699,1.00000,252,5860.08800
5,4,9,4570.18364,4570.18364,1.00000,40,5703.54900,5211.93082,1.14042,64,5007.20400,4570.18364,1.00000,252,6459.91200
